"Date","Number of Sales (7-day)"
"2021-12-03",20597
"2021-12-04",20466
"2021-12-05",21087
"2021-12-06",20680
"2021-12-07",20642
"2021-12-08",21459
"2021-12-09",22106
"2021-12-10",22547
"2021-12-11",24694
"2021-12-12",26850
"2021-12-13",28392
"2021-12-14",29359
"2021-12-15",29751
"2021-12-16",29430
"2021-12-17",28987
"2021-12-18",28358
"2021-12-19",29082
"2021-12-20",29874
"2021-12-21",30123
"2021-12-22",30529
"2021-12-23",30674
"2021-12-24",31076
"2021-12-25",30492
"2021-12-26",28642
"2021-12-27",26971
"2021-12-28",25105
"2021-12-29",22719
"2021-12-30",21300
"2021-12-31",20028
"2022-01-01",19512
"2022-01-02",18213
"2022-01-03",17767
"2022-01-04",17867
"2022-01-05",18553
"2022-01-06",18917
"2022-01-07",18375
"2022-01-08",18403
"2022-01-09",17892
"2022-01-10",17269
"2022-01-11",16549
"2022-01-12",15992
"2022-01-13",15783
"2022-01-14",15476
"2022-01-15",15236
"2022-01-16",15143
"2022-01-17",15374
"2022-01-18",15813
"2022-01-19",29960
"2022-01-20",31436
"2022-01-21",31753
"2022-01-22",30691
"2022-01-23",30612
"2022-01-24",30537
"2022-01-25",30299
"2022-01-26",16210
"2022-01-27",14467
"2022-01-28",14459
"2022-01-29",15011
"2022-01-30",15125
"2022-01-31",15346
"2022-02-01",15192
"2022-02-02",15505
"2022-02-03",15400
